MeetingID,MeetingDate,TrackName,RaceNumber,RaceTime,Distance,GreyhoundID,GreyhoundName,Box,CurrentOdds,CareerPrizeMoney,IsWinner,HistAvgSplit,HistAvgPace,BoxAdj,PredictedSplit,RaceKey,PIRRank,PaceRank,IsPIRLeader,IsPaceLeader,IsPaceTop3,HasMoney,InOddsRange,Stake,Return,Profit,FlatProfit
15540,2020-01-25,Ipswich,5,2020-01-25T00:00:00.000Z,520,1633328,GOOD VIBRATIONS,1,4.8,32420.0,0,4.6,-14.031811188410924,-0.3,4.3,15540_R5,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15540,2020-01-25,Ipswich,5,2020-01-25T00:00:00.000Z,520,1633328,GOOD VIBRATIONS,1,4.8,32420.0,0,4.6,-12.880226879282612,-0.3,4.3,15540_R5,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15543,2020-01-27,Albion Park,4,2020-01-27T00:00:00.000Z,520,1627676,MAGIC GYPSY,8,7.0,54635.0,0,3.6,-15.781492357718054,0.3,3.9,15543_R4,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15543,2020-01-27,Albion Park,4,2020-01-27T00:00:00.000Z,520,1627676,MAGIC GYPSY,8,7.0,54635.0,0,3.6,-18.47976280567325,0.3,3.9,15543_R4,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15543,2020-01-27,Albion Park,6,2020-01-27T00:00:00.000Z,600,1632967,TECHNO HORNET,5,8.5,73725.0,0,4.8,-10.042264485061038,0.0,4.8,15543_R6,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15543,2020-01-27,Albion Park,6,2020-01-27T00:00:00.000Z,600,1632967,TECHNO HORNET,5,8.5,73725.0,0,4.8,-11.22192169238868,0.0,4.8,15543_R6,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15545,2020-01-28,Ipswich,6,2020-01-28T00:00:00.000Z,520,1633103,TIPSY FOUR,7,17.0,61660.0,0,5.2,-13.796573428632929,0.2,5.4,15545_R6,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15545,2020-01-28,Ipswich,6,2020-01-28T00:00:00.000Z,520,1633103,TIPSY FOUR,7,17.0,61660.0,0,5.2,-12.789153406070149,0.2,5.4,15545_R6,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15549,2020-01-30,Albion Park,10,2020-01-30T00:00:00.000Z,520,1632892,DANIEL'S LOSS,4,7.0,52065.0,0,3.0,-21.276293607000145,0.0,3.0,15549_R10,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15485,2020-01-25,Richmond,11,2020-01-25T00:00:00.000Z,330,1626982,LEGENDARY OPAL,3,4.2,52927.5,0,1.8,-4.664707633104954,-0.1,1.7,15485_R11,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15485,2020-01-25,Richmond,11,2020-01-25T00:00:00.000Z,330,1626982,LEGENDARY OPAL,3,4.2,52927.5,0,1.8,-5.231073091116358,-0.1,1.7,15485_R11,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15487,2020-01-26,Richmond,12,2020-01-26T00:00:00.000Z,330,1626597,SEEN AROUND,3,4.4,31825.0,0,3.2,-9.294143895491336,-0.1,3.1,15487_R12,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15487,2020-01-26,Richmond,12,2020-01-26T00:00:00.000Z,330,1626597,SEEN AROUND,3,4.4,31825.0,0,3.2,-10.933076779685454,-0.1,3.1,15487_R12,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15491,2020-01-28,Goulburn,5,2020-01-28T00:00:00.000Z,350,1627076,VINTAGE DANCER,3,1.6,62765.0,1,3.0,-7.846626903348252,-0.1,2.9,15491_R5,1.0,3.0,True,False,True,True,True,0.5,0.8,0.30000000000000004,0.6000000000000001
15491,2020-01-28,Goulburn,5,2020-01-28T00:00:00.000Z,350,1627076,VINTAGE DANCER,3,1.6,62765.0,1,3.0,-12.320266250920909,-0.1,2.9,15491_R5,1.0,1.0,True,True,True,True,True,0.5,0.8,0.30000000000000004,0.6000000000000001
15495,2020-01-29,Wentworth Park,1,2020-01-29T00:00:00.000Z,520,1626630,NON PLUSSED,4,6.0,31260.0,0,2.0,-14.26266644967745,0.0,2.0,15495_R1,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15495,2020-01-29,Wentworth Park,1,2020-01-29T00:00:00.000Z,520,1626630,NON PLUSSED,4,6.0,31260.0,0,2.0,-13.122311024796016,0.0,2.0,15495_R1,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15495,2020-01-29,Wentworth Park,10,2020-01-29T00:00:00.000Z,280,1626905,LUCHADOR,8,3.7,63810.0,0,4.2,-12.235986076104092,0.3,4.5,15495_R10,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15495,2020-01-29,Wentworth Park,10,2020-01-29T00:00:00.000Z,280,1626905,LUCHADOR,8,3.7,63810.0,0,4.2,-11.2326316975058,0.3,4.5,15495_R10,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15502,2020-01-31,Richmond,8,2020-01-31T00:00:00.000Z,535,1627092,JUST NIMBLE IT,2,16.0,42555.0,0,3.8,-7.7361053870325005,-0.2,3.5999999999999996,15502_R8,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15502,2020-01-31,Richmond,8,2020-01-31T00:00:00.000Z,535,1627092,JUST NIMBLE IT,2,16.0,42555.0,0,3.8,-7.996516859127809,-0.2,3.5999999999999996,15502_R8,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15583,2020-01-27,Angle Park,8,2020-01-27T00:00:00.000Z,515,1636563,ACE ALLEN,3,11.0,58040.0,0,3.8,-14.822632242998214,-0.1,3.6999999999999997,15583_R8,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15583,2020-01-27,Angle Park,8,2020-01-27T00:00:00.000Z,515,1636563,ACE ALLEN,3,11.0,58040.0,0,3.8,-15.701744493611665,-0.1,3.6999999999999997,15583_R8,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15584,2020-01-28,Gawler,7,2020-01-28T00:00:00.000Z,400,1636411,NUT ALLERGY,8,6.5,45858.0,0,3.2,-13.305266735413984,0.3,3.5,15584_R7,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15584,2020-01-28,Gawler,7,2020-01-28T00:00:00.000Z,400,1636411,NUT ALLERGY,8,6.5,45858.0,0,3.2,-13.339832001271116,0.3,3.5,15584_R7,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15588,2020-01-31,Gawler,2,2020-01-31T00:00:00.000Z,400,1636329,TOORA ZIGGY,1,6.5,38830.0,0,3.6,-17.193234105510065,-0.3,3.3000000000000003,15588_R2,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15588,2020-01-31,Gawler,2,2020-01-31T00:00:00.000Z,400,1636329,TOORA ZIGGY,1,6.5,38830.0,0,3.6,-16.175834170105425,-0.3,3.3000000000000003,15588_R2,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15588,2020-01-31,Gawler,7,2020-01-31T00:00:00.000Z,400,1636411,NUT ALLERGY,3,6.0,45858.0,0,4.0,-14.519444651992746,-0.1,3.9,15588_R7,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15588,2020-01-31,Gawler,7,2020-01-31T00:00:00.000Z,400,1636411,NUT ALLERGY,3,6.0,45858.0,0,4.0,-16.265039895795894,-0.1,3.9,15588_R7,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15368,2020-01-16,Warrnambool,8,2020-01-16T00:00:00.000Z,450,1618743,CHISELLER,6,4.4,58137.14285,1,2.0,-0.8265606681100415,0.1,2.1,15368_R8,1.0,1.0,True,True,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15368,2020-01-16,Warrnambool,8,2020-01-16T00:00:00.000Z,450,1618743,CHISELLER,6,4.4,58137.14285,1,2.0,-0.8265606681100415,0.1,2.1,15368_R8,1.0,1.0,True,True,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15368,2020-01-16,Warrnambool,8,2020-01-16T00:00:00.000Z,450,1618743,CHISELLER,6,4.4,58137.14285,1,2.0,-0.8265606681100415,0.1,2.1,15368_R8,1.0,1.0,True,True,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15368,2020-01-16,Warrnambool,8,2020-01-16T00:00:00.000Z,450,1618743,CHISELLER,6,4.4,58137.14285,1,2.0,-0.8265606681100415,0.1,2.1,15368_R8,1.0,1.0,True,True,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15389,2020-01-23,Geelong,8,2020-01-23T00:00:00.000Z,460,1618613,ERNESTO BALE,7,10.7,41527.5,0,6.8,-7.87976835365019,0.2,7.0,15389_R8,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15389,2020-01-23,Geelong,8,2020-01-23T00:00:00.000Z,460,1618613,ERNESTO BALE,7,10.7,41527.5,0,6.8,-8.72918146896912,0.2,7.0,15389_R8,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15394,2020-01-24,Horsham,7,2020-01-24T00:00:00.000Z,410,1618741,LAVA YOU BEAUTY,2,2.8,44645.0,1,3.4,-6.439293137709541,-0.2,3.1999999999999997,15394_R7,1.0,1.0,True,True,True,True,True,0.5,1.4,0.8999999999999999,1.7999999999999998
15394,2020-01-24,Horsham,7,2020-01-24T00:00:00.000Z,410,1618741,LAVA YOU BEAUTY,2,2.8,44645.0,1,3.4,-4.798234385577271,-0.2,3.1999999999999997,15394_R7,1.0,3.0,True,False,True,True,True,0.5,1.4,0.8999999999999999,1.7999999999999998
15397,2020-01-25,The Meadows,10,2020-01-25T00:00:00.000Z,525,1618489,ZEKEL BALE,5,18.5,46735.0,0,5.6,-13.454449432563624,0.0,5.6,15397_R10,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15397,2020-01-25,The Meadows,10,2020-01-25T00:00:00.000Z,525,1618489,ZEKEL BALE,5,18.5,46735.0,0,5.6,-14.40063525683152,0.0,5.6,15397_R10,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15397,2020-01-25,The Meadows,11,2020-01-25T00:00:00.000Z,525,1618490,IAGO BALE,2,2.9,42577.5,0,1.8,-15.803856539630862,-0.2,1.6,15397_R11,1.0,1.0,True,True,True,True,True,0.5,0.0,-0.5,-1.0
15397,2020-01-25,The Meadows,11,2020-01-25T00:00:00.000Z,525,1618490,IAGO BALE,2,2.9,42577.5,0,1.8,-15.279043489015532,-0.2,1.6,15397_R11,1.0,3.0,True,False,True,True,True,0.5,0.0,-0.5,-1.0
15399,2020-01-26,Healesville,4,2020-01-26T00:00:00.000Z,350,1618819,BEERS ON BRODY,6,2.0,32288.92857,1,3.6,-4.717233705565403,0.1,3.7,15399_R4,1.0,1.0,True,True,True,True,True,0.5,1.0,0.5,1.0
15399,2020-01-26,Healesville,4,2020-01-26T00:00:00.000Z,350,1618819,BEERS ON BRODY,6,2.0,32288.92857,1,3.6,-4.125610941150094,0.1,3.7,15399_R4,1.0,3.0,True,False,True,True,True,0.5,1.0,0.5,1.0
15401,2020-01-26,Sale,6,2020-01-26T00:00:00.000Z,520,1618656,ANNIE ROSE,7,8.1,54979.28571,0,7.0,-8.957973912952426,0.2,7.2,15401_R6,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15401,2020-01-26,Sale,6,2020-01-26T00:00:00.000Z,520,1618656,ANNIE ROSE,7,8.1,54979.28571,0,7.0,-9.733134138728955,0.2,7.2,15401_R6,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15404,2020-01-27,Warrnambool,4,2020-01-27T00:00:00.000Z,390,1078640,MAXIMUM SARAH,7,10.7,36506.0,0,3.4,-10.310144478833495,0.2,3.6,15404_R4,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15404,2020-01-27,Warrnambool,4,2020-01-27T00:00:00.000Z,390,1078640,MAXIMUM SARAH,7,10.7,36506.0,0,3.4,-11.229627992511348,0.2,3.6,15404_R4,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15405,2020-01-28,Geelong,5,2020-01-28T00:00:00.000Z,460,1618465,ASTON AJAX,7,2.8,33100.0,0,3.2,-15.212872730450178,0.2,3.4000000000000004,15405_R5,1.0,1.0,True,True,True,True,True,0.5,0.0,-0.5,-1.0
15405,2020-01-28,Geelong,5,2020-01-28T00:00:00.000Z,460,1618465,ASTON AJAX,7,2.8,33100.0,0,3.2,-11.454582828242001,0.2,3.4000000000000004,15405_R5,1.0,3.0,True,False,True,True,True,0.5,0.0,-0.5,-1.0
15407,2020-01-28,Warragul,9,2020-01-28T00:00:00.000Z,400,1618819,BEERS ON BRODY,6,10.4,32288.92857,0,3.6,-4.271694525955548,0.1,3.7,15407_R9,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15407,2020-01-28,Warragul,9,2020-01-28T00:00:00.000Z,400,1618819,BEERS ON BRODY,6,10.4,32288.92857,0,3.6,-5.154455815248415,0.1,3.7,15407_R9,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15408,2020-01-29,Ballarat,5,2020-01-29T00:00:00.000Z,450,1619282,SANJIRO,5,4.7,30060.0,1,4.2,-12.6603842641431,0.0,4.2,15408_R5,1.0,1.0,True,True,True,True,True,0.75,3.5250000000000004,2.7750000000000004,3.7
15408,2020-01-29,Ballarat,5,2020-01-29T00:00:00.000Z,450,1619282,SANJIRO,5,4.7,30060.0,1,4.2,-11.599743361213546,0.0,4.2,15408_R5,1.0,3.0,True,False,True,True,True,0.75,3.5250000000000004,2.7750000000000004,3.7
15408,2020-01-29,Ballarat,6,2020-01-29T00:00:00.000Z,450,1618741,LAVA YOU BEAUTY,8,10.5,44645.0,0,3.4,-4.104087021794352,0.3,3.6999999999999997,15408_R6,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15408,2020-01-29,Ballarat,6,2020-01-29T00:00:00.000Z,450,1618741,LAVA YOU BEAUTY,8,10.5,44645.0,0,3.4,-2.2652962411483193,0.3,3.6999999999999997,15408_R6,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15410,2020-01-29,Cranbourne,8,2020-01-29T00:00:00.000Z,520,1618308,CHILL OUT WEBBY,5,4.0,64055.0,0,3.6,-7.284092674758542,0.0,3.6,15410_R8,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15410,2020-01-29,Cranbourne,8,2020-01-29T00:00:00.000Z,520,1618308,CHILL OUT WEBBY,5,4.0,64055.0,0,3.6,-8.934320235688258,0.0,3.6,15410_R8,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15411,2020-01-29,Meadows (MEP),8,2020-01-29T00:00:00.000Z,525,1618198,ASTON CADE,6,4.4,129250.0,1,4.6,-8.079443858584858,0.1,4.699999999999999,15411_R8,1.0,1.0,True,True,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15411,2020-01-29,Meadows (MEP),8,2020-01-29T00:00:00.000Z,525,1618198,ASTON CADE,6,4.4,129250.0,1,4.6,-6.59441705505011,0.1,4.699999999999999,15411_R8,1.0,3.0,True,False,True,True,True,0.75,3.3000000000000003,2.5500000000000003,3.4000000000000004
15412,2020-01-30,Sandown Park,1,2020-01-30T00:00:00.000Z,515,1618453,DELANCY BALE,4,21.7,36578.125,0,4.2,-14.008800941052366,0.0,4.2,15412_R1,1.0,3.0,True,False,True,True,True,2.0,0.0,-2.0,-1.0
15412,2020-01-30,Sandown Park,1,2020-01-30T00:00:00.000Z,515,1618453,DELANCY BALE,4,21.7,36578.125,0,4.2,-15.378237182775703,0.0,4.2,15412_R1,1.0,1.0,True,True,True,True,True,2.0,0.0,-2.0,-1.0
15412,2020-01-30,Sandown Park,12,2020-01-30T00:00:00.000Z,515,1619128,SPEED FORCE,2,7.8,37955.0,0,3.4,-10.148349287452973,-0.2,3.1999999999999997,15412_R12,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15412,2020-01-30,Sandown Park,12,2020-01-30T00:00:00.000Z,515,1619128,SPEED FORCE,2,7.8,37955.0,0,3.4,-11.776208053450404,-0.2,3.1999999999999997,15412_R12,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15413,2020-01-30,Shepparton,10,2020-01-30T00:00:00.000Z,385,1618562,TYPHOON TESSIE,4,7.4,50806.42857,0,3.8,-5.957327602811252,0.0,3.8,15413_R10,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15413,2020-01-30,Shepparton,10,2020-01-30T00:00:00.000Z,385,1618562,TYPHOON TESSIE,4,7.4,50806.42857,0,3.8,-4.464610428988208,0.0,3.8,15413_R10,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15414,2020-01-30,Warrnambool,8,2020-01-30T00:00:00.000Z,450,1619378,TIGGERLONG GRACE,6,25.8,36622.05357,0,4.2,-18.813749095603733,0.1,4.3,15414_R8,1.0,1.0,True,True,True,True,True,2.0,0.0,-2.0,-1.0
15414,2020-01-30,Warrnambool,8,2020-01-30T00:00:00.000Z,450,1619378,TIGGERLONG GRACE,6,25.8,36622.05357,0,4.2,-17.92213286899939,0.1,4.3,15414_R8,1.0,3.0,True,False,True,True,True,2.0,0.0,-2.0,-1.0
15416,2020-01-31,Geelong,7,2020-01-31T00:00:00.000Z,400,1618536,LOVE HEART,7,16.9,50103.125,0,4.8,-8.086390053034396,0.2,5.0,15416_R7,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15416,2020-01-31,Geelong,7,2020-01-31T00:00:00.000Z,400,1618536,LOVE HEART,7,16.9,50103.125,0,4.8,-7.998585670332775,0.2,5.0,15416_R7,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15612,2020-01-29,Cannington,6,2020-01-29T00:00:00.000Z,520,1639067,RIPPIN' MANU,2,13.0,34996.0,0,3.4,-14.681867142977083,-0.2,3.1999999999999997,15612_R6,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15612,2020-01-29,Cannington,6,2020-01-29T00:00:00.000Z,520,1639067,RIPPIN' MANU,2,13.0,34996.0,0,3.4,-14.195030362828437,-0.2,3.1999999999999997,15612_R6,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15612,2020-01-29,Cannington,7,2020-01-29T00:00:00.000Z,380,1638997,QUARA'S XAVIER,8,6.6,69108.0,0,3.6,-12.817209906587442,0.3,3.9,15612_R7,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15612,2020-01-29,Cannington,7,2020-01-29T00:00:00.000Z,380,1638997,QUARA'S XAVIER,8,6.6,69108.0,0,3.6,-11.032078144676852,0.3,3.9,15612_R7,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15613,2020-01-30,Mandurah,10,2020-01-30T00:00:00.000Z,302,1638922,HAZLEHURST,8,11.3,49258.0,0,3.2,-12.668932850942396,0.3,3.5,15613_R10,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15853,2020-02-01,Ipswich,10,2020-02-01T00:00:00.000Z,431,1632820,DERVANDO,3,4.2,72695.0,0,2.4,-8.769193730039573,-0.1,2.3,15853_R10,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15853,2020-02-01,Ipswich,10,2020-02-01T00:00:00.000Z,431,1632820,DERVANDO,3,4.2,72695.0,0,2.4,-9.457861651884683,-0.1,2.3,15853_R10,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15854,2020-02-02,Albion Park,8,2020-02-02T00:00:00.000Z,395,1071572,QUEEN SUPREME,3,2.1,45420.0,1,1.8,-7.945871887404744,-0.1,1.7,15854_R8,1.0,1.0,True,True,True,True,True,0.5,1.05,0.55,1.1
15854,2020-02-02,Albion Park,8,2020-02-02T00:00:00.000Z,395,1071572,QUEEN SUPREME,3,2.1,45420.0,1,1.8,-7.093474202951778,-0.1,1.7,15854_R8,1.0,3.0,True,False,True,True,True,0.5,1.05,0.55,1.1
15856,2020-02-03,Albion Park,1,2020-02-03T00:00:00.000Z,520,1633094,MISTY HAZE,1,1.5,56090.0,1,3.4,-11.541052926376732,-0.3,3.1,15856_R1,1.0,1.0,True,True,True,True,True,0.5,0.75,0.25,0.5
15856,2020-02-03,Albion Park,1,2020-02-03T00:00:00.000Z,520,1633094,MISTY HAZE,1,1.5,56090.0,1,3.4,-11.006379698455616,-0.3,3.1,15856_R1,1.0,3.0,True,False,True,True,True,0.5,0.75,0.25,0.5
15856,2020-02-03,Albion Park,4,2020-02-03T00:00:00.000Z,395,1633308,LA BAMBA,2,3.5,31979.0,0,3.0,-15.133556828313392,-0.2,2.8,15856_R4,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15856,2020-02-03,Albion Park,4,2020-02-03T00:00:00.000Z,395,1633308,LA BAMBA,2,3.5,31979.0,0,3.0,-14.483333216962546,-0.2,2.8,15856_R4,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15856,2020-02-03,Albion Park,7,2020-02-03T00:00:00.000Z,520,1633326,HOPE'S DYNAMIC,3,2.3,53667.5,1,2.6,-11.526551219518709,-0.1,2.5,15856_R7,1.0,1.0,True,True,True,True,True,0.5,1.15,0.6499999999999999,1.2999999999999998
15856,2020-02-03,Albion Park,7,2020-02-03T00:00:00.000Z,520,1633326,HOPE'S DYNAMIC,3,2.3,53667.5,1,2.6,-11.334735134454727,-0.1,2.5,15856_R7,1.0,3.0,True,False,True,True,True,0.5,1.15,0.6499999999999999,1.2999999999999998
15858,2020-02-04,Ipswich,7,2020-02-04T00:00:00.000Z,520,1633103,TIPSY FOUR,4,6.0,61660.0,0,5.0,-15.108202682149857,0.0,5.0,15858_R7,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15858,2020-02-04,Ipswich,8,2020-02-04T00:00:00.000Z,520,1633082,COOPES,2,12.0,33555.0,0,3.8,-11.916755953045612,-0.2,3.5999999999999996,15858_R8,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15858,2020-02-04,Ipswich,8,2020-02-04T00:00:00.000Z,520,1633082,COOPES,2,12.0,33555.0,0,3.8,-9.902724856544953,-0.2,3.5999999999999996,15858_R8,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15860,2020-02-05,Albion Park,3,2020-02-05T00:00:00.000Z,395,1633328,GOOD VIBRATIONS,6,4.2,32420.0,0,5.2,-15.818296850228364,0.1,5.3,15860_R3,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15860,2020-02-05,Albion Park,3,2020-02-05T00:00:00.000Z,395,1633328,GOOD VIBRATIONS,6,4.2,32420.0,0,5.2,-14.33577973102667,0.1,5.3,15860_R3,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15860,2020-02-05,Albion Park,7,2020-02-05T00:00:00.000Z,395,1633194,WAZZA WHO,7,3.6,68492.5,0,2.4,-2.587646870509888,0.2,2.6,15860_R7,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15860,2020-02-05,Albion Park,7,2020-02-05T00:00:00.000Z,395,1633194,WAZZA WHO,7,3.6,68492.5,0,2.4,-3.9973695227298145,0.2,2.6,15860_R7,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15862,2020-02-07,Ipswich,4,2020-02-07T00:00:00.000Z,288,1633067,AEROBIC TANK,5,6.0,35350.0,0,5.4,-19.531447997444108,0.0,5.4,15862_R4,1.0,1.0,True,True,True,True,True,1.0,0.0,-1.0,-1.0
15862,2020-02-07,Ipswich,4,2020-02-07T00:00:00.000Z,288,1633067,AEROBIC TANK,5,6.0,35350.0,0,5.4,-19.157750170114237,0.0,5.4,15862_R4,1.0,3.0,True,False,True,True,True,1.0,0.0,-1.0,-1.0
15862,2020-02-07,Ipswich,8,2020-02-07T00:00:00.000Z,431,1632778,HIGH ORDER,8,6.0,35245.0,1,3.2,-14.047024459984073,0.3,3.5,15862_R8,1.0,3.0,True,False,True,True,True,1.0,6.0,5.0,5.0
15864,2020-02-09,Albion Park,7,2020-02-09T00:00:00.000Z,331,1633189,WENDY SURE CAN,5,3.9,33915.0,0,2.6,-7.85123727546583,0.0,2.6,15864_R7,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15864,2020-02-09,Albion Park,7,2020-02-09T00:00:00.000Z,331,1633189,WENDY SURE CAN,5,3.9,33915.0,0,2.6,-8.550947316846827,0.0,2.6,15864_R7,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15864,2020-02-09,Albion Park,11,2020-02-09T00:00:00.000Z,331,1633186,MAYWYN'S ZEPHYR,7,23.0,32120.0,0,4.4,-12.051237275465828,0.2,4.6000000000000005,15864_R11,1.0,3.0,True,False,True,True,True,2.0,0.0,-2.0,-1.0
15864,2020-02-09,Albion Park,11,2020-02-09T00:00:00.000Z,331,1633186,MAYWYN'S ZEPHYR,7,23.0,32120.0,0,4.4,-12.52237588827539,0.2,4.6000000000000005,15864_R11,1.0,1.0,True,True,True,True,True,2.0,0.0,-2.0,-1.0
15865,2020-02-10,Albion Park,3,2020-02-10T00:00:00.000Z,395,1633308,LA BAMBA,2,3.9,31979.0,0,3.4,-16.80624455460191,-0.2,3.1999999999999997,15865_R3,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15865,2020-02-10,Albion Park,3,2020-02-10T00:00:00.000Z,395,1633308,LA BAMBA,2,3.9,31979.0,0,3.4,-17.21311078640152,-0.2,3.1999999999999997,15865_R3,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
15865,2020-02-10,Albion Park,4,2020-02-10T00:00:00.000Z,600,1632829,BIG NOSE JOHNNY,4,3.1,46475.0,1,3.4,-13.242768673165282,0.0,3.4,15865_R4,1.0,1.0,True,True,True,True,True,0.75,2.325,1.5750000000000002,2.1
15865,2020-02-10,Albion Park,5,2020-02-10T00:00:00.000Z,395,1633352,VELOCITY ZARIN,6,17.0,32173.5,0,2.2,-8.924720134284453,0.1,2.3000000000000003,15865_R5,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15867,2020-02-11,Ipswich,5,2020-02-11T00:00:00.000Z,431,1633067,AEROBIC TANK,4,13.0,35350.0,0,4.8,-16.03665770124605,0.0,4.8,15867_R5,1.0,1.0,True,True,True,True,True,1.5,0.0,-1.5,-1.0
15867,2020-02-11,Ipswich,5,2020-02-11T00:00:00.000Z,431,1633067,AEROBIC TANK,4,13.0,35350.0,0,4.8,-12.63877426275234,0.0,4.8,15867_R5,1.0,3.0,True,False,True,True,True,1.5,0.0,-1.5,-1.0
15867,2020-02-11,Ipswich,6,2020-02-11T00:00:00.000Z,431,1633082,COOPES,3,3.4,33555.0,0,4.2,-9.841145129508668,-0.1,4.1000000000000005,15867_R6,1.0,3.0,True,False,True,True,True,0.75,0.0,-0.75,-1.0
15867,2020-02-11,Ipswich,6,2020-02-11T00:00:00.000Z,431,1633082,COOPES,3,3.4,33555.0,0,4.2,-10.492422498429017,-0.1,4.1000000000000005,15867_R6,1.0,1.0,True,True,True,True,True,0.75,0.0,-0.75,-1.0
